"adr_inter","adresse","adrzus_int","behindertenparkplatz","bemerkung","ccmail","da","datum","datum_cms","dep","editor","erforderlichedokumente","fax","hausnummer","hindernisfreiheit","infrastruktur","isbetriebsferien_gebaeude","isbetriebsferien_schalter","kategorie","mail","name","namenzus","objectid","oeffnungszeiten_gebaeude_di","oeffnungszeiten_gebaeude_do","oeffnungszeiten_gebaeude_fr","oeffnungszeiten_gebaeude_mi","oeffnungszeiten_gebaeude_mo","oeffnungszeiten_gebaeude_sa","oeffnungszeiten_gebaeude_so","oeffnungszeiten_schalter_di","oeffnungszeiten_schalter_do","oeffnungszeiten_schalter_fr","oeffnungszeiten_schalter_mi","oeffnungszeiten_schalter_mo","oeffnungszeiten_schalter_sa","oeffnungszeiten_schalter_so","ort","plz","poi_id","postadresse","publish_internet","strasse","suchen","tel","tel2","www","zahlungsmittel_internet","zahlungsmittel_schalter","zahlungsmittel_telefon","zvv_label","zvv_link","nummer","foto","eignung","geraete","bereich","infrastruk","besonderes","typ","elemente","gsz_id","geometry"
"","Bachwiesen Grünzug","Wydlerweg","","","","Grün Stadt Zürich","202103150908","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;NULL","1","0","Spielplatz","","Bachwiesen Grünzug","sp0112","11364.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","","sp9106","","1","","","+41 44 431 57 61","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Bachwiesen Grünzug","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Wydlerweg 17","","","","Spielbagger","","Baumstamm-Bank ","","","","0112","POINT Z (2679119 1247808 0)"
"Heinrichstrasse 240","Quartierpark Schütze-Areal","Quartierpark Schütze ","","","","Grün Stadt Zürich","202103031219","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;NULL","0","0","Spielplatz","","Quartierpark Schütze (A) ","","11430.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8005","sp9568","","1","","Quartierpark Schütze ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Quartierpark Schütze-Areal","https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Zürich, Limmatstrasse 313","","","","","","","","","","0151A","POINT Z (2681913 1249300 0)"
"Heinrichstrasse 240","Quartierpark Schütze-Areal","Quartierpark Schütze ","","Die Spielwiese im Zentrum des Quartierparks ","","Grün Stadt Zürich","202103031228","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;NULL","1","0","Spielplatz","","Quartierpark Schütze (B)","","11433.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8005","sp9569","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Quartierpark Schütze-Areal","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Limmatstrasse 313","","","","","","","","","","0151B","POINT Z (2681913 1249300 0)"
"","","","","Riesbach Quartierpark (B","","Grün Stadt Zürich","202103031335","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","1_","Besuchenden-WC_Behinderten-WC_Spielplatz;NULL","1","0","Spielplatz","","GZ Riesbach (B)","","11434.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8008","sp9570","","1","","","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Seefeldstrasse 95","","","","","","","","","","0150","POINT Z (2684286 1245967 0)"
"","Bachtoblerpark","Bachtobelstrasse 19","","","","Grün Stadt Zürich","202103031358","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;NULL","1","0","Spielplatz","","Bachtoblerpark","","11435.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","","sp9571","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Bachtoblerpark","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Bachtobelstrasse 19","","","","","","","","","","0152","POINT Z (2681458 1246145 0)"
"","Zollikerstrasse","Seeburgpark","","Quartierpark mit altem Baumbestand und ausgedehnten Wiesenflächen.","","Grün Stadt Zürich","202103040850","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;Quartierpark mit altem Baumbestand und ausgedehnten Wiesenflächen.","1","0","Spielplatz","","Seeburgpark","","11436.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","","sp9572","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Zollikerstrasse","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Kirchenweg 4","","","","","","","","","","0153","POINT Z (2684420 1246125 0)"
"","Ueberlandstrasse 489","","","","","Grün Stadt Zürich","202103040903","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","489","0_","Spielplatz;NULL","1","0","Spielplatz","","Buchegg Tennisanlage","","11437.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8051","sp9573","","1","Ueberlandstrasse","Buchegg Tennisanlage","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Ueberlandstrasse 489","https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Zürich, Ueberlandstrasse 489","","","","","","","","","","0167","POINT Z (2687307 1251175 0)"
"","Regensdorferstrasse 237","","","","","Grün Stadt Zürich","202103040909","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","237","0_","Spielplatz;NULL","1","0","Spielplatz","","Grünwald","","11438.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","","sp9574","","1","Regensdorferstrasse","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Regensdorferstrasse 237","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Regensdorferstrasse 237","","","","","","","","","","0169","POINT Z (2678784 1252423 0)"
"","Glaubten-Müsel","","","","","Grün Stadt Zürich","202103241037","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;NULL","1","0","Spielplatz","","Glaubten-Müsel (Nord)","","11464.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","","","sp9622","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Glaubten-Müsel","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C H%C3%B6nggerbergring 62a","","","","","","","","","","0088A","POINT Z (2680995 1251366 0)"
"","","","","","","Grün Stadt Zürich","202103241036","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;NULL","1","0","Spielplatz","","Glaubten-Müseli (Süd)","","11465.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8049","sp9623","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C H%C3%B6nggerbergring 64","","","","","","","","","","0088B","POINT Z (2681027 1251301 0)"
"","Hallwylstreasse / Schimmelstrasse","","","","","Grün Stadt Zürich","202103241044","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;NULL","1","0","Spielplatz","","Hallwylstreasse / Schimmelstrasse","","11466.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","","sp9624","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Hallwylstreasse / Schimmelstrasse","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Hallwylstrasse 84","","","","","","","","","","TAZ001","POINT Z (2682144 1247107 0)"
"","Steinstrasse / Gotthelfstrasse ","","","","","Grün Stadt Zürich","202103300918","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","1","0","Spielplatz","","Steinstrasse / Gotthelfstrasse","","11470.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","","sp9642","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Steinstrasse / Gotthelfstrasse ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Gotthelfstrasse 54","","","","","","","","","","TAZ005","POINT Z (2681661 1246988 0)"
"","Weststrasse / Werdstrasse","","","","","Grün Stadt Zürich","202103300926","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<br>Damit will man dieses Quartier aufwerten.<br>","1","0","Spielplatz","","Weststrasse / Werdstrasse","","11471.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","","","sp9643","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Weststrasse / Werdstrasse","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Weststrasse 20","","","","","","","","","","TAZ003","POINT Z (2681955 1247062 0)"
"","Steinstrasse / Erlachstrasse","","","Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<BR>Damit will man dieses Quartier aufwerten.<BR>","","Grün Stadt Zürich","202103300952","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;NULL","1","0","Spielplatz","","Steinstrasse / Erlachstrasse","","11472.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","","","sp9644","Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.
Damit will man dieses Quartier aufwerten.
","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Steinstrasse / Erlachstrasse","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Steinstrasse 33","","","","","","","","","","TAZ006","POINT Z (2681688 1246823 0)"
"","Manesseplatz","","","Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<BR>Damit will man dieses Quartier aufwerten.<BR>","","Grün Stadt Zürich","202103300959","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<br>Damit will man dieses Quartier aufwerten.<br>","1","0","Spielplatz","","Manesseplatz","","11473.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","","","sp9645","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Manesseplatz","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Manessestrasse 80","","","","","","","","","","TAZ007","POINT Z (2681806 1246667 0)"
"","Eibenstrasse / Manessestrasse","","","Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<BR>Damit will man dieses Quartier aufwerten.<BR>","","Grün Stadt Zürich","202103301004","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Kiosk;Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<br>Damit will man dieses Quartier aufwerten.<br>","1","0","Spielplatz","","Eibenstrasse / Manessestrasse","","11474.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","","","sp9646","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Eibenstrasse / Manessestrasse","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Manessestrasse 120","","","","","","","","","","0171","POINT Z (2681828 1246440 0)"
"","Staffelstrasse","","","Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<BR>Damit will man dieses Quartier aufwerten.<BR>","","Grün Stadt Zürich","202103301409","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<br>Damit will man dieses Quartier aufwerten.<br>","1","0","Spielplatz","","Staffelstrasse 8","","11499.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","","","sp9647","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Staffelstrasse","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Staffelstrasse 6","","","","","","","","","","TAZ009","POINT Z (2681811 1246186 0)"
"","Zurlindenstrasse (Eingang SPPL)","","","Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<BR>Damit will man dieses Quartier aufwerten.<BR>","","Grün Stadt Zürich","202103301418","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<br>Damit will man dieses Quartier aufwerten.<br>","1","0","Spielplatz","","Zurlindenstrasse (Eingang SPPL)","","11500.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","","","sp9648","Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.
Damit will man dieses Quartier aufwerten.
","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Zurlindenstrasse (Eingang SPPL)","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Zurlindenstrasse 40","","","","","","","","","","TAZ010","POINT Z (2681828 1246996 0)"
"","Überdeckung Katzensee","Katzenseestrasse","","","","Grün Stadt Zürich","202009101353","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;NULL","1","0","Spielplatz","","Überdeckung Katzensee","","11675.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","","","sp9022","","1","","","+41 44 371 05 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Überdeckung Katzensee","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Katzenseestrasse 93","","","","","","","","","","0198","POINT Z (2679960 1253434 0)"
